326;AMLODIPINO;10mg;152;Caja Tab.;10;2012-06-21;EG5394;243
327;AMLODIPINO;5mg;152;Caja Tab.;60;2012-05-09;NG3332;421
328;AMLODIPINO;10mg;152;Caja Tab.;60;2012-05-06;NG3328;421
329;AMLODIPINO;5mg;152;Caja Tab.;30;2014-01-16;EG6057;342
330;AMLODIPINO;10mg;152;Caja Tab.;30;2014-01-20;EG6076;342
331;AMLOPREDNIL;5mg;152;Caja Tab.;30;2013-02-13;N24337;300
332;AMLOPREDNIL;10mg;152;Caja Tab.;30;2013-02-13;N24345;300
333;AMLOTENSIL;5mg;28;Caja Comp.;30;2012-03-20;E19243;330
334;AMLOTENSIL;10mg;28;Caja Comp.;30;2012-03-20;E19247;330
335;AMOEBRIZ;;152;Caja Tab.;2;2011-12-29;E19051;235
336;AMOEBRIZ;60mg+20mg/mL;141;Fco. X 10 mL;1;2011-12-14;E19015;235
337;AMOEBRIZ;60mg+10mg/mL;141;Fco. X 10 mL;1;2011-12-14;E19014;235
338;AMOLEX BID;400mg+57mg/5mL;141;Fco. X 70 mL;1;2009-04-22;E11764;5
339;AMOLEX BID;400mg+57mg/5mL;141;Fco. X 35 mL;1;2009-04-22;E11764;5
340;AMOVAL DUO;800mg/5mL;102;Fco. X 70 mL;1;2013-05-15;E15511;164
341;AMOXI C;500mg;8;Caja Cap.;100;2013-01-16;E20194;333
342;AMOXICILINA;250mg/5mL;104;Caja Fco. X 60 mL;25;2014-03-02;NG1935;421
343;AMOXICILINA;250mg/5mL;104;Caja Fco. X 60 mL;1;2014-03-02;NG1935;421
344;AMOXICILINA;500mg;8;Caja Cap.;100;2012-10-23;EG5561;344
345;AMOXICILINA + ACIDO CLAVULANICO;500mg+125mg;152;Caja Tab.;10;2014-06-08;EG6192;344
346;AMOXICILINA + ACIDO CLAVULANICO;500mg+125mg;37;Caja Comp.;10;2010-11-04;EG4809;196
347;AMOXICILINA + ACIDO CLAVULANICO;250mg+62.5mg/5mL;102;Env. X 60 mL + Cuch. Dosif.;1;2011-09-01;NG5058;300
348;AMOXICILINA + ACIDO CLAVULANICO;250mg+62.5mg/5mL;102;Fco. X 60 mL;1;2010-06-30;EG4647;378
349;AMOXICILINA + AMBROXOL CLORHIDRATO;250mg+15mg/5mL;141;Fco. X 60 mL;1;2013-07-08;NG5766;300
350;AMOXICILINA;250mg/5mL;141;Fco. X 60 mL;1;2011-06-22;EG5038;167
351;AMOXICILINA;500mg;152;Caja Tab.;100;2011-06-16;EG5034;167
352;AMOXICILINA;125mg/5mL;141;Fco. X 45 mL;1;2012-07-08;EG2004;186
353;AMOXICILINA;250mg/5mL;141;Fco. X 45 mL;1;2012-02-28;EG505;186
354;AMOXICILINA;500mg;8;Caja Cap.;500;2007-10-24;NG1610;175
355;AMOXICILINA;250mg/5mL;141;Fco. X 60 mL;1;2013-02-05;NG1633;175
356;AMOXICILINA;500mg;152;Caja Tab.;100;2012-03-18;NG3268;210
357;AMOXICILINA;125mg/5mL;104;Fco. X 60 mL;1;2010-10-04;NG1327;228
358;AMOXICILINA;250mg/5mL;104;Fco. X 60 mL;1;2010-05-19;NG1251;228
359;AMOXICILINA;125mg/5mL;104;Fco. X 60 mL;12;2016-03-04;NG0152;282
360;AMOXICILINA;250mg/5mL;104;Fco. X 60 mL;12;2013-10-17;NG1806;282
361;AMOXICLIN;500mg;152;Caja Tab.;100;2011-06-18;N18486;405
362;AMOXICLIN CL 12H;600mg+42.9mg/5mL;102;Fco. X 75 mL;1;2013-04-08;N24511;405
363;AMOXICLIN CL 12H;875mg+125mg;162;Caja Tab.;14;2013-01-24;N24251;405
364;AMOXICLIN DUO;875mg;152;Caja Tab.;50;2015-04-28;N21738;405
365;AMOXICLIN DUO RESPIRATORIO;750mg+15mg/5mL;102;Fco. X 70 mL;1;2010-08-12;N21901;405
366;AMOXICLIN DUO RESPIRATORIO;875mg+60mg;152;Caja Tab.;15;2010-08-15;N21902;405
367;AMOXICLIN DUO RESPIRATORIO;875mg+60mg;152;Caja Tab.;50;2010-08-15;N21902;405
368;AMOXIDAL DUO;250mg/5mL;104;Fco. X 90 mL;1;2011-11-10;E18921;381
369;AMOXIDAL DUO;500mg/5mL;102;Fco. X 60 mL;1;2015-07-11;E13044;381
370;AMOXIDAL DUO;750mg/5mL;102;Fco. X 70 mL;1;2015-07-25;E13077;381
371;AMOXIDAL DUO RESPIRATORIO;875mg+60mg;37;Caja Comp.;98;2012-11-28;E20011;381
372;AMOXIDAL DUO RESPIRATORIO;875mg+60mg;37;Caja Comp.;14;2012-11-28;E20011;381
373;AMOXIDAL DUO RESPIRATORIO;750mg+15mg/5mL;141;Fco. X 70 mL;1;2007-01-21;E14311;381
374;AMOXIDIN CL;250mg+62.5mg/5mL;141;Fco. X 105 mL;1;2012-07-13;N23640;282
375;AMOXIDIN CL;400mg+57mg/5mL;141;Fco. X 105 mL;1;2012-07-13;N23639;282
376;AMOXIDIN CL;500mg+125mg;162;Caja Tab.;10;2012-05-09;N23476;282
377;AMOXIDIN CL;500mg+125mg;162;Caja Tab.;50;2012-05-09;N23476;282
378;AMOXIL;250mg/5mL;141;Fco. X 45 mL;1;2013-07-22;E11049;203
379;AMOXIL 12H;400mg/5mL;141;Fco. X 50 mL;1;2010-11-29;E17869;203
380;AMOXIPEN;500mg;8;Caja Cap.;100;2013-10-09;N20876;266
381;AMOXIPEN;125mg/5mL;104;Fco. X 60 mL;1;2014-03-05;N21097;266
382;AMOXIPEN;250mg/5mL;104;Fco. X 60 mL;1;2013-10-10;N20878;266
383;AMOXIPEN CL;250mg+62.5mg/5mL;141;Fco. X 60 mL;1;2008-12-22;N20997;266
384;AMOXIPEN CL;500mg+125mg;162;Caja Tab.;10;2014-01-27;N21042;266
385;AMPI BIS PLUS;1g+500mg/mL;92;Fco. Amp.;1;2012-03-15;E19235;167
386;AMPIBACTAM;375mg;162;Caja Tab.;60;2013-08-22;N24920;282
387;AMPIBENZA ADULTO;;97;Vial;25;2013-06-11;E20737;420
388;AMPIBENZA INFANTIL;;97;Caja Vial;25;2013-06-04;E20724;420
389;AMPICILINA;500mg;8;Caja Cap.;100;2012-10-15;EG5552;344
390;AMPICILINA;500mg;99;Vial;20;2011-04-18;EG4999;344
391;AMPICILINA;1g;99;Vial;10;2016-02-09;EG4924;344
392;AMPICILINA;500mg;99;Vial;10;2014-05-17;EG2539;433
393;AMPICILINA;1g;99;Vial;10;2014-05-17;EG2540;433
394;AMPICILINA + SULBACTAM;1g+0.5g;99;Vial;20;2011-04-05;EG4992;344
395;AMPICILINA + SULBACTAM;1g+0.5g;99;Caja Fco. Amp.;10;2009-06-24;EG4380;303
396;AMPICILINA + SULBACTAM;1g+0.5g;99;Fco. Amp.;1;2011-06-23;EG5040;196
397;AMPICILINA;1g;99;Caja Vial;25;2011-12-15;EG5223;83
398;AMPICILINA;500mg;99;Vial;100;1993-02-04;N212GE;266
399;AMPICILINA + SULBACTAM;1g+0.5g;99;Vial;10;2010-04-10;EG3021;433
400;AMRIZOLE N;;82;Caja Ov.;5;2008-05-26;E15555;152
401;AMSULONA;0.4mg;8;Caja Cap.;30;2014-07-13;E21803;342
402;AMTAS 10;10mg;152;Caja Tab.;14;2011-03-21;E13729;7
403;AMTAS 5;5mg;152;Caja Tab.;14;2011-06-13;E18476;7
404;ANAFIDOL;400mg;37;Caja Comp.;100;2013-07-10;N24823;393
405;ANAFIDOL;100mg/5mL;146;Fco. X 60 mL;1;2014-12-30;N19510;393
406;ANAFRANIL SR;75mg;63;Caja Grag.;20;2012-02-01;E14341;307
407;ANAFRANIL;25mg;63;Caja Grag.;30;2013-10-23;E21154;307
408;ANALDEX;;171;Tubo X 28 g;1;2013-10-06;N25076;404
409;ANAPRESIN SR;75mg;8;Caja Cap.;20;2013-02-19;E20358;34
410;ANASTROZOL;1mg;152;Caja Tab.;30;2011-09-10;NG2951;6
411;ANASTROZOL;1mg;152;Caja Tab.;30;2013-10-24;NG4060;216
412;ANASTROZOL;1mg;28;Caja Comp.;30;2012-03-09;EG5297;330
413;ANATENSOL;25mg/mL;128;Fco. Amp. X 1 mL;1;2011-11-12;E9908;51
414;ANAXICAM;7.5mg;152;Caja Tab.;20;2012-09-07;N23817;61
415;ANAXICAM;7.5mg;152;Caja Tab.;100;2012-09-07;N23817;61
416;ANAXICAM;15mg;152;Caja Tab.;20;2012-09-07;N23818;61
417;ANAXICAM;15mg;152;Caja Tab.;100;2012-09-07;N23818;61
418;ANDANTOL;12mg;63;Caja Grag.;20;2012-04-19;N11061;328
419;ANDANTOL;;76;Tubo X 20 g;1;2012-06-24;N11110;88
420;ANDANTOL;2mg/5mL;77;Fco. X 100 mL;1;2012-04-19;N11060;328
421;ANDROCUR;50mg;152;Blist. Tab.;50;2009-05-12;E11807;37
422;ANDROCUR;100mg;152;Caja Tab.;30;2010-01-07;E16984;37
423;ANDROGEL;50mg;52;Caja Sachet X 5 g;4;2011-06-07;E18458;43
424;ANDROGEL;50mg;52;Caja Sachet X 5 g;30;2011-06-07;E18458;43
425;ANEFER;100mg/2mL;128;Caja Amp. X 2 mL;1;2012-02-20;E19162;167
426;ANEFER;105mg;152;Caja Tab.;30;2009-06-30;E16556;167
427;ANEFER FOLIC;;152;Caja Tab.;30;2009-09-16;E16756;167
428;ANERGOL NASAL;;57;Fco. X 15 mL;1;2012-07-03;N20266;136
429;ANESTES;0.005;128;Caja Amp. X 20 mL;25;2013-02-04;E15253;420
430;ANEURIN 1000;;74;Amp. X 3 mL + Jer.;1;2011-03-19;N126;12
431;ANEURIN 10000;;74;Amp. X 3 mL + Jer.;1;2013-06-05;N20688;12
432;ANEURIN FORTE;;63;Caja Grag.;30;2012-03-23;N23356;12
433;ANEURIN FORTE;;63;Caja Grag.;100;2012-03-23;N23356;12
434;ANGAS;40mg;160;Caja Tab.;100;2011-04-06;N22465;369
435;ANGELIQ;;37;Caja Comp.;1;2010-01-18;E17015;37
436;ANGINOVAG;;1;Aer. X 10 mL;1;2012-12-17;E6326;12
437;ANGIODISTEN;5mg;152;Caja Tab.;10;2012-05-23;N23521;421
438;ANGIODISTEN;10mg;152;Caja Tab.;10;2012-06-01;N23541;421
439;ANKU;10mg;152;Caja Tab.;100;2011-04-06;N22468;369
440;ANLITIN;1.5mg;152;Caja Tab.;1;2013-09-23;E21065;249
441;ANTALGINA;250mg/5mL;77;Fco. X 60 mL;1;2011-08-01;N19978;421
442;ANTALGINA;1g/2mL;74;Amp. X 2 mL;1;2011-08-25;N574;421
443;DON GRIPPA;;152;Caja Tab.;100;2011-03-16;N22388;431
444;ANTIAX;480mg+100mg;28;Caja Comp.;24;2011-01-23;E9121;164
445;ANTIAX;;141;Fco. X 180 mL;1;2011-05-03;E13826;164
446;ANTIAX;480mg+100mg;35;Caja Comp.;160;2011-01-23;E9121;164
447;ANTIGRIPINA;;152;Caja Tab.;100;2011-04-24;N19915;369
448;ANULACID;40mg;8;Caja Cap.;14;2011-07-13;N22690;167
449;ANULETTE;0.15mg+0.03mg;28;Caja Comp.;1;2015-02-25;E17150;198
450;ANULETTE;0.1mg+0.02mg;28;Caja Comp.;21;2010-07-22;E17518;198
451;ANULETTE CD;;37;Caja Comp.;20;2010-12-02;E17889;198
452;ANZATAX;0.5mg;152;Caja Tab.;20;2009-11-30;N19452;136
453;ANZATAX;2mg;152;Caja Tab.;20;2009-11-30;N19453;136
454;VITANASAL;9mg/mL;59;Fco. X 10 mL;1;2011-05-22;N18462;421
455;APIRON;1g/2mL;128;Caja Amp. X 2 mL;5;2013-08-04;E20883;115
456;APRAZOLE 20;20mg;11;Caja Cap.;100;2009-10-29;E16867;122
457;APROMEDIX;550mg;162;Caja Tab.;120;2012-10-22;N23961;247
458;APRON F;550mg;162;Caja Tab.;100;2012-05-18;N23511;108
459;APRONAX;125mg/5mL;141;Fco. X 60 mL;1;2012-09-20;N12972;37
460;APRONAX;100mg;152;Caja Tab.;10;2012-12-08;N16559;37
461;APRONAX;275mg;152;Caja Tab.;200;2012-06-14;N12845;37
462;APRONAX;550mg;152;Caja Tab.;100;2014-02-09;N25562;37
463;APRONAX;550mg;152;Caja Tab.;120;2014-02-09;N25562;37
464;APRONAX GEL;0.055;52;Tubo X 40 g;1;2013-06-06;E20730;37
465;APRONAX;275mg;28;Caja Comp.;100;2012-06-14;N12845;37
466;APROXIL;550mg;152;Caja Tab.;100;2010-06-09;N19675;44
467;APTEN;60mg/2mL;128;Caja Amp. X 2 mL;1;2012-05-31;N20232;218
468;APTEN;60mg/2mL;128;Amp. X 2 mL;5;2012-05-31;N20232;218
469;APTEN;60mg/2mL;128;Amp. X 2 mL;25;2012-05-31;N20232;218
470;APTEN;10mg;152;Caja Tab.;10;2011-04-04;N22453;218
471;APTEN;10mg;152;Caja Tab.;50;2011-04-04;N22453;218
472;APTEN;10mg;152;Caja Tab.;100;2011-04-04;N22453;218
473;AQUANAX;0.009;59;Fco. X 15 mL;1;2016-12-11;N23082;129
474;AQUASOL A;;42;Tubo X 29 g;1;2012-05-06;N3100;167
475;AQUOL MR;;26;Fco. X 15 mL;1;2006-12-10;N18614;386
476;ARADIX RETARD;10mg;28;Caja Comp.;30;2009-08-27;E16702;167
477;ARADIX RETARD;20mg;28;Caja Comp.;30;2014-04-01;E16370;167
478;ARANDA;2.5mg+50mg;8;Caja Cap.;30;2012-03-15;E19236;158
479;ARANDA;5mg+100mg;8;Caja Cap.;30;2012-03-16;E19238;158
480;ARAPLUS;150mg;152;Caja Tab.;30;2013-12-29;E21367;50
481;ARAPLUS;300mg;152;Caja Tab.;30;2012-12-04;E20027;50
482;ARATAN D;50mg+12.5mg;37;Caja Comp.;30;2015-02-18;E17125;5
483;ARAVIDA;20mg;37;Caja Comp.;30;2009-07-13;E16606;167
484;ARCALION;200mg;63;Caja Grag.;20;2013-09-23;N14019;43
485;ARCOLANE;0.02;24;Fco. X 100 mL;1;2009-05-21;E11841;369
486;ARCOXIA;30mg;37;Caja Comp.;14;2013-08-07;E20898;293
487;ARIMIDEX;1mg;152;Caja Tab.;28;2011-10-15;E9846;29
488;ARIXTRA;2.5mg/0.5mL;128;Caja Jer. Prell. X 0.5 mL;2;2012-05-15;E14632;28
489;ARIXTRA;5mg/0.4mL;128;Caja Jer. Prell. X 0.4 mL;2;2011-07-03;E18547;28
490;ARIXTRA;7.5mg/0.6mL;128;Caja Jer. Prell. X 0.6 mL;2;2011-06-28;E18541;28
491;ARLETTE 28;75mcg;37;Caja Comp.;1;2014-01-14;E16135;167
492;AROVIT;50000UI;63;Caja Grag.;30;2010-08-23;E17579;37
493;ARTANBIX;50mg;152;Caja Tab.;30;2013-07-16;N24834;431
494;ARTANBIX;100mg;152;Caja Tab.;30;2014-03-13;N25624;431
495;ARTELAC;3.2mg/mL;111;Fco. X 10 mL;1;2009-11-22;E16912;277
496;ARTICOL;0.5mg;152;Caja Tab.;100;2011-09-01;N22804;284
497;ARTICOX;200mg;8;Caja Cap.;100;2012-02-14;N23255;431
498;ARTIX;400mg;37;Caja Comp.;10;2009-10-25;N21435;167
499;ARTIX;400mg;37;Caja Comp.;50;2009-10-25;N21435;167
500;ARTRAIT;2.5mg;28;Caja Comp.;20;2013-11-26;E21263;330
501;ARTRAIT;10mg;28;Caja Comp.;10;2014-01-21;E21460;330
502;ARTRAIT;15mg;28;Caja Comp.;4;2013-11-26;E21262;330
503;ARTREN;100mg;8;Caja Cap.;15;2013-05-27;E20686;292
504;ARTREN GOTAS;0.015;57;Fco. X 20 mL;1;2012-04-09;E19294;292
505;ARTREN;75mg/3mL;74;Amp. X 3 mL + Jer.;1;2012-06-12;E10280;292
506;ARTREN HIPERGEL;0.05;52;Fco. X 50 g;1;2011-01-17;E18062;292
507;ARTRIFILM;7.5mg;152;Caja Tab.;10;2011-01-23;N22279;177
508;ARTRIFILM;15mg;152;Caja Tab.;10;2013-09-10;N24997;177
509;ARTRIFILM FLEX;;152;Caja Tab.;20;2012-08-02;N23713;177
510;ARTRIFILM FLEX;;152;Caja Tab.;100;2012-08-02;N23713;177
511;ARTRIFLAM;15mg;9;Caja Cap.;30;2011-08-23;E18692;404
512;ARTRIXIB;200mg;8;Caja Cap.;50;2014-01-22;N25498;225
513;ARTROSIN;1.5g+1.2g;94;Caja Sob. X 5 g;30;2013-03-04;E20424;50
514;ASCORIL EXPECTORANTE;;77;Fco. X 100 mL;1;2010-02-17;E17121;133
515;ASEP PLUS;0.1;111;Fco. X 60 mL;1;2016-07-03;N22659;129
516;ASEP PLUS;0.1;111;Fco. X 120 mL;1;2016-07-03;N22659;129
517;ASEPTIL INCOLORO;;136;Disp. Fco. Atom. X 20 mL;1;2011-01-18;N22273;421
518;ASEPTIL INCOLORO;;136;Disp. Fco. Atom. X 20 mL;12;2011-01-18;N22273;421
519;ASMACRON DILAT;;77;Fco. X 120 mL;1;2013-09-19;N25023;404
520;ASPIRINA;100mg;152;Caja Tab.;20;2013-12-09;E7139;37
521;ASPIRINA;100mg;152;Caja Tab.;100;2013-12-09;E7139;37
522;ASPIRINA;500mg;152;Caja Tab.;20;2013-07-31;E11059;37
523;ASPIRINA;500mg;152;Caja Tab.;100;2013-07-31;E11059;37
524;ASPIRINA C;;65;Caja Sob.;12;2008-04-30;E10855;37
525;ASSA 81;81mg;162;Caja Tab.;30;2014-01-18;N19150;167
526;ASSA 81;81mg;162;Caja Tab.;100;2014-01-18;N19150;167
527;ASSIS 400;;141;Fco. X 220 mL;1;2011-10-12;N22932;129
528;ASSONAX 550;550mg;152;Caja Tab.;100;2013-01-10;N24200;366
529;ASTHALIN;100mcg/dosis;73;Aer. X 200 Dosis;1;2011-12-14;E14239;133
530;ATACAND;8mg;152;Caja Tab.;14;2009-12-30;E12486;29
531;ATACAND;8mg;152;Caja Tab.;28;2009-12-30;E12486;29
532;ATACAND;16mg;152;Caja Tab.;14;2009-12-30;E12490;29
533;ATACAND;16mg;152;Caja Tab.;28;2009-12-30;E12490;29
534;ATACAND;32mg;152;Caja Tab.;14;2012-11-13;E19969;29
535;ATACAND;32mg;152;Caja Tab.;28;2012-11-13;E19969;29
536;ATACAND PLUS;16mg+12.5mg;152;Caja Tab.;14;2009-09-03;E16715;29
537;ATACAND PLUS;16mg+12.5mg;152;Caja Tab.;28;2009-09-03;E16715;29
538;ATAMEL;100mg/mL;57;Fco. X 15 mL;1;2007-12-26;E15092;331
539;ATARAX;25mg;28;Caja Comp.;25;2008-05-20;E10901;369
540;ATENOLOL;100mg;162;Caja Tab.;100;2013-02-04;NG5479;177
541;ATENOLOL;100mg;152;Caja Tab.;100;2012-10-01;EG5536;251
542;ATENUAL;30mg;28;Caja Comp.;30;2013-02-18;E15291;418
543;ATEROSYN;81mg;152;Caja Tab.;30;2012-07-03;N20267;369
544;ATIALEN;20mg;152;Caja Tab.;100;2012-02-07;N23229;257
545;ATIFLAM;7.5mg;8;Caja Cap.;10;2010-04-21;E17281;21
546;ATIFLAM;15mg;8;Caja Cap.;10;2010-04-26;E17288;21
547;ATLANSIL;150mg/3mL;74;Amp. X 3 mL;1;2013-10-06;E21105;381
548;ATOR 20;20mg;152;Caja Tab.;30;2013-03-12;E20456;306
549;ATORQUILAB;20mg;152;Caja Tab.;10;2011-04-18;N22501;369
550;ATORSLIM;20mg;152;Caja Tab.;20;2013-03-05;N24428;61
551;ATORSLIM;20mg;152;Caja Tab.;100;2013-03-05;N24428;61
552;ATORSLIM;40mg;152;Caja Tab.;20;2013-03-06;N24439;61
553;ATORSLIM;40mg;152;Caja Tab.;100;2013-03-06;N24439;61
554;ATORVAST;10mg;152;Caja Tab.;30;2011-11-29;N23055;289
555;ATORVAST;20mg;152;Caja Tab.;30;2011-11-29;N23056;289
556;ATORVASTATINA;10mg;162;Caja Tab.;10;2008-06-02;NG3783;177
557;ATORVASTATINA;20mg;162;Caja Tab.;10;2013-01-30;NG5475;177
558;ATORVASTATINA;10mg;152;Caja Tab.;20;2013-02-14;NG5493;201
559;ATORVASTATINA;20mg;152;Caja Tab.;20;2013-02-14;NG5496;201
560;ATORVASTATINA;10mg;152;Caja Tab.;20;2012-03-15;NG3261;216
561;ATORVASTATINA;20mg;152;Caja Tab.;20;2012-03-08;NG3250;216
562;ATORVASTATINA;10mg;152;Caja Tab.;10;2013-01-23;EG3840;369
563;ATORVASTATINA;20mg;152;Caja Tab.;10;2012-12-17;EG5629;369
564;ATORVASTATINA;20mg;152;Caja Tab.;10;2011-05-29;NG4953;369
565;ATORVASTATINA;10mg;162;Caja Tab.;30;2013-03-19;EG5750;167
566;ATORVASTATINA;20mg;162;Caja Tab.;30;2013-02-15;EG5705;167
567;ATORVASTATINA;10mg;152;Caja Tab.;30;2014-03-17;NG4273;421
568;ATORVASTATINA;20mg;152;Caja Tab.;30;2014-03-17;NG4270;421
569;ATORVASTATINA;10mg;162;Caja Tab.;100;2011-12-01;NG5161;300
570;ATORVASTATINA;20mg;162;Caja Tab.;100;2011-12-01;NG5162;300
571;ATORVASTATINA;10mg;28;Caja Comp.;30;2007-09-12;NG3443;282
572;ATORVASTATINA;20mg;28;Caja Comp.;30;2011-01-03;EG4870;283
573;ATORVASTATINA;10mg;152;Caja Tab.;30;2014-04-21;EG6163;342
574;ATORVASTATINA;20mg;152;Caja Tab.;30;2014-04-08;EG6155;342
575;ATORVASTATINA;40mg;152;Caja Tab.;30;2014-05-14;EG6174;342
576;ATOVAR;10mg;162;Caja Tab.;10;2010-06-21;N21833;218
577;ATOVAR;20mg;162;Caja Tab.;10;2010-06-16;N21825;218
578;ATPURE;25mg;152;Caja Tab.;30;2014-02-12;E21549;131
579;ATPURE 50;50mg;152;Caja Tab.;30;2014-03-17;E21608;131
580;BESILATO DE ATRACURIO;10mg/mL;128;Caja Amp. X 2.5 mL;5;2011-09-26;EG5133;138
581;BESILATO DE ATRACURIO;10mg/mL;128;Caja Amp. X 2.5 mL;10;2011-09-26;EG5133;138
582;BESILATO DE ATRACURIO;10mg/mL;128;Caja Amp. X 5 mL;5;2011-09-26;EG5133;138
583;BESILATO DE ATRACURIO;10mg/mL;128;Caja Amp. X 5 mL;10;2011-09-26;EG5133;138
584;ATRICAN;250mg;8;Caja Cap.;8;2012-05-23;E14657;43
585;ATROPINA SULFATO;0.5mg/mL;74;Amp. X 1 mL;100;2008-10-23;NG4057;83
586;ATROPINA SULFATO;1mg/mL;74;Amp. X 1 mL;100;2008-10-23;NG4058;83
587;ATROPINA SULFATO;0.01;123;Fco. X 5 mL;1;2012-07-20;NG5375;255
588;ATROPINA SULFATO;0.25mg/mL;128;Caja Amp. X 1 mL;100;2012-05-12;EG1968;395
589;ATROPINA SULFATO;0.5mg/mL;128;Caja Amp. X 1 mL;100;2012-06-04;EG3654;395
590;ATROPINA SULFATO;1mg/mL;128;Caja Amp. X 1 mL;100;2012-04-23;EG1948;395
591;ATROVENT;20mcg/dosis;1;Aer. Dosif. X 10 mL;1;2012-09-11;E14860;369
592;ATROVENT HFA;20mcg/dosis;2;Caja Fco. X 10 mL (200 Dosis);1;2013-05-07;E20635;52
593;ATURAL;50mg/5mL;74;Amp. X 5 mL;6;2010-04-18;E17262;381
594;AUDAL NF;;62;Fco. X 10 mL;1;2012-01-08;N18650;369
595;AUGMENTIN;500mg;152;Caja Tab.;10;2002-01-28;E5831;203
596;AUGMEX;500mg+125mg;162;Caja Tab.;20;2009-11-04;E16876;122
597;AURODROX;250mg/5mL;104;Fco. X 100 mL;1;2012-05-08;E19373;122
598;AUROPENNZ;1g+0.5g;92;Caja Amp.;1;2012-05-18;E19416;306
599;AURORIX;150mg;34;Caja Comp.;20;2009-02-24;E12655;379
600;AURORIX;300mg;34;Caja Comp.;20;2010-02-28;E12658;379
601;AUROTAZ-P;;99;Caja Amp.;1;2014-11-03;E22020;306
602;AUXXIL;0.75mg;28;Caja Comp.;2;2013-11-04;E21188;421
603;AVADEN;;28;Blist. Comp.;1;2013-11-24;E16026;37
604;AVAN;80mg;8;Caja Cap.;30;2012-01-15;N23174;167
605;AVAN;160mg;8;Caja Cap.;30;2012-01-17;N23181;167
606;AVAN;320mg;8;Caja Cap.;20;2012-05-02;N23459;167
607;AVAN HCT;80mg+12.5mg;8;Caja Cap.;30;2012-05-03;N23467;167
608;AVAN HCT;160mg+12.5mg;8;Caja Cap.;30;2012-04-23;N23444;167
609;AVANDAMET;1g+2mg;152;Caja Tab.;28;2010-10-24;E17719;203
610;AVANDAMET;1g+4mg;152;Caja Tab.;28;2010-10-24;E17717;203
611;AVASTIN;100mg/4mL;128;Vial;1;2013-02-04;BE00472;379
612;AVASTIN;400mg/16mL;128;Vial;1;2013-01-17;BE00458;379
613;AVAXIM 160;160U;148;Caja Jer. Prell. X 0.5 mL (1 Dosis);1;2012-11-26;BE00443;396
614;AVAXIM PEDIATRICO;80U;148;Caja Jer. Prell. X 0.5 mL (1 Dosis);1;2013-12-23;BE00196;396
615;AVELAR;750mg;162;Caja Tab.;5;2013-07-15;N24832;421
616;AVELOX;400mg;37;Caja Comp.;5;2014-09-17;E12172;37
617;AVELOX;400mg;37;Caja Comp.;7;2014-09-17;E12172;37
618;AVELOX IV;400mg/250mL;120;Fco. X 250 mL;1;2011-12-27;E14253;37
619;AVIANT;2.5mg/5mL;77;Fco. X 120 mL;1;2012-10-22;E14927;397
620;AVIANT;5mg;152;Caja Tab.;10;2011-05-31;E13905;397
621;AVIANT;5mg;152;Caja Tab.;30;2011-05-31;E13905;397
622;AVIANT;2.5mg/5mL;124;Fco. X 60 mL;1;2012-07-06;E19537;293
623;AVIANT D12;;152;Caja Tab.;10;2013-01-11;E20175;293
624;AVIXIS;0.0003;135;Fco. X 100 mL;1;2013-01-10;E20161;369
625;AVONEX;30mcg/0.5mL;128;Estuche Jer. Prell.;4;2013-08-19;E20926;412
626;AXASOLE;20mg;152;Caja Tab.;30;2014-06-23;E21777;342
627;AXASOLE;40mg;152;Caja Tab.;30;2014-06-11;E21758;342
628;AZ OFTENO;0.0005;123;Env. X 5 mL;1;2011-09-13;E18753;311
629;AZACTAM;500mg;74;Amp.;1;2008-07-16;E5998;51
630;AZACTAM;1g;74;Amp.;1;2012-08-14;E6088;51
631;AZATIOPRINA;50mg;152;Caja Tab.;24;2012-03-22;NG3277;136
632;AZESTAN;0.2mg/mL;128;Caja Vial X 5 mL;1;2010-11-02;N22086;6
633;AZIBAY;500mg;37;Caja Comp.;3;2013-09-10;E21016;37
634;AZICU;500mg;28;Caja Comp.;5;2009-11-30;N21471;146
635;AZIFAST;500mg;152;Caja Tab.;3;2013-01-09;E20156;442
636;AZIMUT;500mg;28;Caja Comp.;6;2013-06-25;E20793;115
637;AZIMUT;500mg;28;Caja Comp.;12;2013-06-25;E20793;115
638;AZINTHROMEK;200mg/5mL;146;Fco. X 15 mL;1;2012-10-10;E19864;249
639;AZINTHROMEK;200mg/5mL;146;Fco. X 30 mL;1;2012-10-10;E19864;249
640;AZINTHROMEK;500mg;152;Caja Tab.;3;2012-10-11;E19865;249
641;AZINZA;100mg;8;Caja Cap.;120;2013-05-30;E20710;293
642;AZIQUILAB;500mg;152;Caja Tab.;3;2011-04-19;N22502;369
643;AZITROLIT;500mg;28;Caja Comp.;3;2007-01-28;E14327;420
644;AZITROLIT;200mg/5mL;104;Caja Fco. X 15 mL;1;2010-04-24;E12834;420
645;AZITROMAC;500mg;28;Caja Comp.;3;2014-01-20;N21029;85
646;AZITROMAC;500mg;28;Caja Comp.;30;2014-01-20;N21029;85
647;AZITROMAC;200mg/5mL;104;Fco. X 30 mL;1;2014-02-12;N21059;85
648;AZITROMICINA;500mg;152;Caja Tab.;3;2012-05-06;NG3326;153
649;AZITROMICINA;500mg;152;Caja Tab.;3;2011-03-06;NG2648;216
650;AZITROMICINA;200mg/5mL;141;Fco. X 15 mL;1;2009-03-31;EG4312;369
